"","ID","LHSandRHS","Desfechos","count.x","lift.x","confidence.x","support.x","count.y","lift.y","confidence.y","support.y","count.x.1","lift.x.1","confidence.x.1","support.x.1","count.y.1","lift.y.1","confidence.y.1","support.y.1"
"22",22,"escol4=1,alcool=0,bilateral=0","encerra2=1",27,1.66426783479349,0.264705882352941,0.0456852791878173,28,1.53122975848987,0.261682242990654,0.0473773265651438,22,1.39806451612903,0.22,0.0372250423011844,24,1.27668766876688,0.218181818181818,0.0406091370558376
"23",23,"escol4=1,alcool=0,comdiab=0,bilateral=0","encerra2=1",25,1.96476063829787,0.3125,0.0423011844331641,27,1.83709417453373,0.313953488372093,0.0456852791878173,20,1.65060745705907,0.25974025974026,0.0338409475465313,23,1.58334304018637,0.270588235294118,0.038917089678511
"24",24,"escol4=1,alcool=0,comdiab=0,pdres5=1,bilateral=0","encerra2=1",25,2.01513911620295,0.320512820512821,0.0423011844331641,27,1.85870704717531,0.317647058823529,0.0456852791878173,20,1.6723259762309,0.263157894736842,0.0338409475465313,23,1.62149588452821,0.27710843373494,0.038917089678511
"25",25,"escol4=1,alcool=0,pdres5=1,bilateral=0","encerra2=1",27,1.69755319148936,0.27,0.0456852791878173,28,1.54567532224921,0.264150943396226,0.0473773265651438,22,1.41218637992832,0.222222222222222,0.0372250423011844,24,1.3003300330033,0.222222222222222,0.0406091370558376
"27",27,"escol4=1,comdiab=0","encerra2=1",61,1.20984629840929,0.192429022082019,0.10321489001692,71,1.29829826732673,0.221875,0.120135363790186,61,1.25451508508195,0.197411003236246,0.10321489001692,66,1.20310909595632,0.205607476635514,0.111675126903553
"29",29,"escol4=1,mumigual=0","encerra2=1",45,1.30984042553191,0.208333333333333,0.0761421319796954,50,1.34826846739974,0.230414746543779,0.0846023688663283,42,1.30834914611006,0.205882352941176,0.0710659898477157,44,1.19196919691969,0.203703703703704,0.0744500846023689
"30",30,"escol4=1,pdres5=1","encerra2=1",67,1.14158450095139,0.181571815718157,0.11336717428088,77,1.20794733628859,0.206434316353887,0.130287648054146,70,1.20880084151473,0.190217391304348,0.11844331641286,72,1.12049715609859,0.191489361702128,0.121827411167513
"34",34,"fxet3=1,alcool=1","encerra2=1",33,1.50346901017576,0.239130434782609,0.0558375634517767,38,1.57699599747209,0.269503546099291,0.0642978003384095,30,1.42272508425614,0.223880597014925,0.050761421319797,33,1.48537699923839,0.253846153846154,0.0558375634517767
"47",47,"fxet3=1,escol4=1","encerra2=1",65,1.22723787617405,0.195195195195195,0.109983079526227,73,1.26753239122132,0.216617210682493,0.123519458544839,65,1.25171065493646,0.196969696969697,0.109983079526227,68,1.17374923333041,0.200589970501475,0.115059221658206
"48",48,"fxet3=1,escol4=1,comdiab=0","encerra2=1",60,1.29189740600408,0.205479452054795,0.101522842639594,68,1.35340472822792,0.231292517006803,0.115059221658206,59,1.32486036703522,0.208480565371025,0.0998307952622673,63,1.25388967468175,0.214285714285714,0.106598984771574
"49",49,"fxet3=1,escol4=1,pdres5=1","encerra2=1",64,1.23810147299509,0.196923076923077,0.1082910321489,72,1.28056817839839,0.218844984802432,0.121827411167513,65,1.27489048187973,0.200617283950617,0.109983079526227,67,1.18087200286294,0.201807228915663,0.11336717428088
"52",52,"fxet3=1,mumigual=0,comdiab=0,cavitacao=1","encerra2=1",51,1.40021369506643,0.222707423580786,0.0862944162436548,48,1.28251729282517,0.219178082191781,0.0812182741116751,39,1.19728845254792,0.188405797101449,0.065989847715736,47,1.27916186967534,0.218604651162791,0.0795262267343486
"56",56,"mumigual=0,cavitacao=1","encerra2=1",57,1.2753464072083,0.202846975088968,0.0964467005076142,56,1.21815304207001,0.20817843866171,0.0947546531302876,48,1.15106512477176,0.181132075471698,0.0812182741116751,55,1.19196919691969,0.203703703703704,0.0930626057529611
"57",57,"mumigual=0,comdiab=0","encerra2=1",58,1.23613415073927,0.196610169491525,0.0981387478849408,60,1.18211821182118,0.202020202020202,0.101522842639594,49,1.11608278413689,0.175627240143369,0.0829103214890017,57,1.15409914693892,0.197231833910035,0.0964467005076142
"58",58,"mumigual=0,comdiab=0,cavitacao=1","encerra2=1",51,1.35294909776461,0.215189873417722,0.0862944162436548,49,1.26309591311554,0.215859030837004,0.0829103214890017,40,1.1768219832736,0.185185185185185,0.0676818950930626,48,1.26518597805727,0.216216216216216,0.0812182741116751
"71",71,"raca3=1,fxet3=1,mumigual=0","encerra2=1",43,1.30604378661733,0.207729468599034,0.0727580372250423,46,1.29407844630617,0.221153846153846,0.077834179357022,35,1.15843413978495,0.182291666666667,0.0592216582064298,40,1.15300199970736,0.197044334975369,0.0676818950930626
"72",72,"raca3=1,fxet3=1,mumigual=0,cavitacao=1","encerra2=1",40,1.45369573238224,0.23121387283237,0.0676818950930626,42,1.4456610366919,0.247058823529412,0.0710659898477157,32,1.28705594120049,0.20253164556962,0.0541455160744501,36,1.31658415841584,0.225,0.0609137055837563
"73",73,"raca3=1,fxet3=1,mumigual=0,comdiab=0,cavitacao=1","encerra2=1",37,1.51056921801603,0.24025974025974,0.0626057529610829,38,1.47255917644745,0.251655629139073,0.0642978003384095,29,1.36511350059737,0.214814814814815,0.0490693739424704,33,1.43036303630363,0.244444444444444,0.0558375634517767
"74",74,"raca3=1,mumigual=0","encerra2=1",45,1.26306041033435,0.200892857142857,0.0761421319796954,49,1.27432343234323,0.217777777777778,0.0829103214890017,37,1.11435560311879,0.175355450236967,0.0626057529610829,43,1.13339577200963,0.193693693693694,0.0727580372250423
"75",75,"raca3=1,mumigual=0,cavitacao=1","encerra2=1",41,1.40861527729334,0.224043715846995,0.0693739424703892,43,1.42154723946971,0.242937853107345,0.0727580372250423,33,1.24827188940092,0.196428571428571,0.0558375634517767,37,1.28109438162751,0.218934911242604,0.0626057529610829
"76",76,"raca3=1,mumigual=0,comdiab=0","encerra2=1",41,1.34961568452712,0.214659685863874,0.0693739424703892,44,1.34096534653465,0.229166666666667,0.0744500846023689,33,1.20522803114572,0.189655172413793,0.0558375634517767,39,1.24703781853595,0.213114754098361,0.065989847715736
"77",77,"raca3=1,mumigual=0,comdiab=0,cavitacao=1","encerra2=1",37,1.47232695933208,0.234177215189873,0.0626057529610829,38,1.45331003688604,0.248366013071895,0.0642978003384095,29,1.31635944700461,0.207142857142857,0.0490693739424704,33,1.38920151007907,0.237410071942446,0.0558375634517767
"88",88,"sexo2=1,bilateral=0,tipores3=1","encerra2=1",25,1.6545352743561,0.263157894736842,0.0423011844331641,27,1.42333422531442,0.243243243243243,0.0456852791878173,23,1.37888009738284,0.216981132075472,0.038917089678511,20,1.12528560548363,0.192307692307692,0.0338409475465313
"90",90,"sexo2=1,escol4=1,comtabagis=0","encerra2=1",33,1.22046307884856,0.194117647058824,0.0558375634517767,44,1.53253182461103,0.261904761904762,0.0744500846023689,34,1.32554917870572,0.208588957055215,0.0575296108291032,36,1.13254551261578,0.193548387096774,0.0609137055837563
"91",91,"sexo2=1,escol4=1,comtabagis=0,pdres5=1,tipores3=1","encerra2=1",29,1.39183043690109,0.221374045801527,0.0490693739424704,38,1.68451845184518,0.287878787878788,0.0642978003384095,28,1.34799608993157,0.212121212121212,0.0473773265651438,29,1.17842409240924,0.201388888888889,0.0490693739424704
"93",93,"sexo2=1,fxet3=1,bilateral=0,tipores3=1","encerra2=1",25,1.89374519354012,0.301204819277108,0.0423011844331641,26,1.55243483532027,0.26530612244898,0.0439932318104907,22,1.47164685908319,0.231578947368421,0.0372250423011844,19,1.2084588893672,0.206521739130435,0.0321489001692047
"94",94,"sexo2=1,fxet3=1,comdiab=0","encerra2=1",64,1.31069374177005,0.208469055374593,0.1082910321489,67,1.32003200320032,0.225589225589226,0.11336717428088,62,1.27096774193548,0.2,0.104906937394247,61,1.13314474304573,0.193650793650794,0.10321489001692
"95",95,"sexo2=1,fxet3=1,escol4=1","encerra2=1",48,1.30643824260846,0.207792207792208,0.0812182741116751,55,1.41776071880316,0.242290748898678,0.0930626057529611,50,1.40593776762775,0.221238938053097,0.0846023688663283,49,1.18972104679348,0.203319502074689,0.0829103214890017
"96",96,"sexo2=1,fxet3=1,escol4=1,comdiab=0,comtabagis=0","encerra2=1",33,1.5718085106383,0.25,0.0558375634517767,40,1.77317731773177,0.303030303030303,0.0676818950930626,31,1.576,0.248,0.0524534686971235,32,1.32799662945018,0.226950354609929,0.0541455160744501
"97",97,"sexo2=1,fxet3=1,escol4=1,comtabagis=0","encerra2=1",33,1.39247465371983,0.221476510067114,0.0558375634517767,42,1.63841584158416,0.28,0.0710659898477157,32,1.44223289865019,0.226950354609929,0.0541455160744501,34,1.22055518435279,0.208588957055215,0.0575296108291032
"98",98,"sexo2=1,fxet3=1,mumigual=0","encerra2=1",45,1.43617021276596,0.228426395939086,0.0761421319796954,43,1.26439126324693,0.21608040201005,0.0727580372250423,41,1.37130730050934,0.215789473684211,0.0693739424703892,40,1.15870993039898,0.198019801980198,0.0676818950930626
"99",99,"sexo2=1,fxet3=1,mumigual=0,hiv3=0,ppl=0,tipores3=1","encerra2=1",28,1.76042553191489,0.28,0.0473773265651438,26,1.39576709964574,0.238532110091743,0.0439932318104907,26,1.70335882939807,0.268041237113402,0.0439932318104907,26,1.38307830783078,0.236363636363636,0.0439932318104907
"100",100,"sexo2=1,fxet3=1,pdres5=1,tipores3=1","encerra2=1",56,1.38072590738423,0.219607843137255,0.0947546531302876,55,1.26208503203262,0.215686274509804,0.0930626057529611,53,1.30041101008843,0.204633204633205,0.089678510998308,54,1.14485578992682,0.195652173913043,0.0913705583756345
"101",101,"sexo2=1,mumigual=0","encerra2=1",45,1.30984042553191,0.208333333333333,0.0761421319796954,46,1.22349234923492,0.209090909090909,0.077834179357022,44,1.31892878880097,0.207547169811321,0.0744500846023689,43,1.1232761669024,0.191964285714286,0.0727580372250423
"102",102,"sexo2=1,mumigual=0,cavitacao=1","encerra2=1",41,1.47300911854103,0.234285714285714,0.0693739424703892,39,1.34239953407105,0.229411764705882,0.065989847715736,36,1.36990535058914,0.215568862275449,0.0609137055837563,36,1.23189161021365,0.210526315789474,0.0609137055837563
